,year,segment_month,segment_number,smiles,inchi,validated by Unichem,,,,,,
107,2022,November,9,C=CC(=O)NC1=C(C=C(C(=C1)NC2=NC(=C(C=N2)C(=O)OC(C)C)C3=CN(C)C4=C3C=CC=C4)OC)N(C)CCN(C)C,"InChI=1S/C32H39N7O4/c1-9-29(40)34-24-16-25(28(42-8)17-27(24)38(6)15-14-37(4)5)35-32-33-18-22(31(41)43-20(2)3)30(36-32)23-19-39(7)26-13-11-10-12-21(23)26/h9-13,16-20H,1,14-15H2,2-8H3,(H,34,40)(H,33,35,36)",True,,,,,,
108,2022,November,10,CC(C)[C@@H](CC[C@@H](C)[C@@]1(C)CC[C@@H]2[C@H]3[C@@H](CC[C@@]21C)[C@@]4(C)CC[C@@H](C[C@@H]4C[C@H]3O)NCCCNCCCCN)OS(=O)(=O)O,"InChI=1S/C35H67N3O5S/c1-24(2)31(43-44(40,41)42)11-10-25(3)34(5)16-14-29-32-28(13-17-35(29,34)6)33(4)15-12-27(22-26(33)23-30(32)39)38-21-9-20-37-19-8-7-18-36/h24-32,37-39H,7-23,36H2,1-6H3,(H,40,41,42)/t25-,26-,27+,28-,29-,30-,31-,32-,33+,34-,35+/m1/s1",False,,,,,,
109,2022,December,1,CC(C)([C@@H]1CCN(C1)C2=CC(=NC=N2)N3C4=C(C=CC(=C4)[C@@]5(CC65CC6)C#N)C=N3)O,"InChI=1S/C24H26N6O/c1-22(2,31)18-5-8-29(12-18)20-10-21(27-15-26-20)30-19-9-17(4-3-16(19)11-28-30)24(14-25)13-23(24)6-7-23/h3-4,9-11,15,18,31H,5-8,12-13H2,1-2H3/t18-,24-/m1/s1",True,,,,,,
110,2022,December,2,C[C@@H](C(=O)N)NC1=CC2=C(C=C1)C3=NC(=CN3CCO2)N4[C@@H](COC4=O)C(F)F,"InChI=1S/C18H19F2N5O4/c1-9(16(21)26)22-10-2-3-11-13(6-10)28-5-4-24-7-14(23-17(11)24)25-12(15(19)20)8-29-18(25)27/h2-3,6-7,9,12,15,22H,4-5,8H2,1H3,(H2,21,26)/t9-,12-/m0/s1",True,,,,,,
111,2022,December,3,CC1=C2CN(CC2=NC(=C1)C)C(=O)CC3CN(C3)C4=CC(=NC=I4)C(F)(F)F,"InChI=1S/C19H20F3IN4O/c1-11-3-12(2)25-15-9-27(8-14(11)15)18(28)4-13-6-26(7-13)17-5-16(19(20,21)22)24-10-23-17/h3,5,10,13H,4,6-9H2,1-2H3",False,,,,,,
112,2022,December,4,CC(C)C1=CC(=NNC1=O)OC2=C(C=C(C=C2Cl)N3C(=O)NC(=O)C(=N3)C#N)Cl,"InChI=1S/C17H12Cl2N6O4/c1-7(2)9-5-13(22-23-15(9)26)29-14-10(18)3-8(4-11(14)19)25-17(28)21-16(27)12(6-20)24-25/h3-5,7H,1-2H3,(H,23,26)(H,21,27,28)",True,,,,,,
113,2022,December,5,CCNC(=O)NC1=NC2=CC(=C(C(=C2N1)[C@H]3CCCO3)F)C4=CN=C(C(C)(C)OP(=O)(O)O)N=C4,"InChI=1S/C21H26FN6O6P/c1-4-23-20(29)28-19-26-13-8-12(16(22)15(17(13)27-19)14-6-5-7-33-14)11-9-24-18(25-10-11)21(2,3)34-35(30,31)32/h8-10,14H,4-7H2,1-3H3,(H2,30,31,32)(H3,23,26,27,28,29)/t14-/m1/s1",True,,,,,,
114,2022,December,6,C1C[C@H]2CN([C@@H]1CO2)C3=NC(=CC(=N3)N4CCC(C4)(F)F)C5=NC(=C(N)N=C5)OC(F)F,"InChI=1S/C19H21F4N7O2/c20-17(21)32-16-15(24)25-6-13(26-16)12-5-14(29-4-3-19(22,23)9-29)28-18(27-12)30-7-11-2-1-10(30)8-31-11/h5-6,10-11,17H,1-4,7-9H2,(H2,24,25)/t10-,11-/m0/s1",False,,,,,,
115,2022,December,7,CCOC1=C(C=NN1C2=CC=CC(=N2)C3=CC=CC(=C3OCC4=C(C)C5=C(C=C4)CN(CC5)C6CCOCC6)C)C(=O)O,"InChI=1S/C34H38N4O5/c1-4-42-33-29(34(39)40)19-35-38(33)31-10-6-9-30(36-31)28-8-5-7-22(2)32(28)43-21-25-12-11-24-20-37(16-13-27(24)23(25)3)26-14-17-41-18-15-26/h5-12,19,26H,4,13-18,20-21H2,1-3H3,(H,39,40)",True,,,,,,
116,2022,December,8,C#C[C@]1([C@@H](COC(CC2=CC=C(C=C2)N3CCCNC3=O)(C(=O)O)C(=O)O)O[C@H]([C@@H]1O)N4C=NC5=C4N=C(Cl)N=C5N)O,"InChI=1S/C26H26ClN7O9/c1-2-25(41)15(43-20(17(25)35)34-12-30-16-18(28)31-23(27)32-19(16)34)11-42-26(21(36)37,22(38)39)10-13-4-6-14(7-5-13)33-9-3-8-29-24(33)40/h1,4-7,12,15,17,20,35,41H,3,8-11H2,(H,29,40)(H,36,37)(H,38,39)(H2,28,31,32)/t15-,17+,20-,25-/m1/s1",True,,,,,,
117,2022,December,9,C1=CC(=C(C(=C1)C2=CC3=C(C(=CN=C3C=C2)C4=CC(=CC(=C4)F)F)N5CCC(CC5)N)O)C#N,"InChI=1S/C27H22F2N4O/c28-19-10-18(11-20(29)13-19)24-15-32-25-5-4-16(22-3-1-2-17(14-30)27(22)34)12-23(25)26(24)33-8-6-21(31)7-9-33/h1-5,10-13,15,21,34H,6-9,31H2",True,,,,,,
118,2022,December,10,C[C@H](/C=C/C=C/C=C(\C)/[C@H](C[C@@H]1CC[C@@H](C)[C@@](C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H](C[C@H]([C@H](C)/C=C(\C)/[C@H]([C@H](C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)(O)O3)OC)OC)O)O)[C@H](C)C[C@@H]5CC[C@H]([C@@H](C5)OC)OC(=O)NCCOC)(O)O1)OC)CO,Invalid SMILES,False,,,,,,
119,2022,December,11,C[C@H](/C=C/C=C/C=C(\C)/[C@H](C[C@@H]1CC[C@@H](C)[C@@](C(=O)C(=O)N2CCCC[C@H]2C(=O)O[C@@H](C[C@H]([C@H](C)/C=C(\C)/[C@H]([C@H](C(=O)[C@H](C)C[C@H](C)/C=C/C=C/C=C(\C)/[C@H](C[C@@H]3CC[C@@H](C)[C@@](C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)(O)O3)OC)OC)O)O)[C@H](C)C[C@@H]5CC[C@H]([C@@H](C5)OC)OC(=O)NCCOC)(O)O1)OC)CO,Invalid SMILES,False,,,,,,
