,source,smiles,inchi,inchikey,validation
48,DH-MOTM-Poster-May2023.pdf,Cc1ccc(C(=O)Oc2ccc(C(CN(C)C)C3(O)CCCCC3)cc2)cc1,"InChI=1S/C24H31NO3/c1-18-7-9-20(10-8-18)23(26)28-21-13-11-19(12-14-21)22(17-25(2)3)24(27)15-5-4-6-16-24/h7-14,22,27H,4-6,15-17H2,1-3H3",QKYBZJLEMOZFFU-UHFFFAOYSA-N,True
49,DH-MOTM-Poster-May2023.pdf,[H][C@]1(N[S@SP2](C)(=O)=O)CCN(C(=O)C(C)(C)O)[C@@]1([H])Cc1cccc(-c2cc(F)cc(F)c2)c1F,"InChI=1S/C22H25F3N2O4S/c1-22(2,29)21(28)27-8-7-18(26-32(3,30)31)19(27)11-13-5-4-6-17(20(13)25)14-9-15(23)12-16(24)10-14/h4-6,9-10,12,18-19,26,29H,7-8,11H2,1-3H3/t18-,19-/m0/s1",VOSAWOSMGPKQEQ-OALUTQOASA-N,True
50,DH-MOTM-Poster-June-2023-Revised.pdf,C[C@@H](Nc1nc(N[C@H](C)C(F)(F)F)nc(-c2cccc(Cl)n2)n1)C(F)(F)F,"InChI=1S/C14H13ClF6N6/c1-6(13(16,17)18)22-11-25-10(8-4-3-5-9(15)24-8)26-12(27-11)23-7(2)14(19,20)21/h3-7H,1-2H3,(H2,22,23,25,26,27)/t6-,7-/m1/s1",QCZAWDGAVJMPTA-RNFRBKRXSA-N,True
51,DH-MOTM-Poster-June-2023-Revised.pdf,CC.CC(=O)N1CCN(c2ccc3c(NCCN)nc(C4(c5ccc(Cl)cc5)CCCCC4)nc3c2)CC1,"InChI=1S/C28H35ClN6O.C2H6/c1-20(36)34-15-17-35(18-16-34)23-9-10-24-25(19-23)32-27(33-26(24)31-14-13-30)28(11-3-2-4-12-28)21-5-7-22(29)8-6-21;1-2/h5-10,19H,2-4,11-18,30H2,1H3,(H,31,32,33);1-2H3",YWOUFXHMFCLPRT-UHFFFAOYSA-N,False
52,DH-MOTM-Poster-June-2023-Revised.pdf,Cc1cc(N2C(=O)NC(=O)C2(C)C)cc(C)c1CC[S@SP2](=O)(=O)N1CCC2(CC1)N=C(c1ccc(OC(F)(F)F)cc1)NC2=O,"InChI=1S/C29H32F3N5O6S/c1-17-15-20(37-26(40)34-24(38)27(37,3)4)16-18(2)22(17)9-14-44(41,42)36-12-10-28(11-13-36)25(39)33-23(35-28)19-5-7-21(8-6-19)43-29(30,31)32/h5-8,15-16H,9-14H2,1-4H3,(H,33,35,39)(H,34,38,40)",LDZJFVOUPUFOHX-UHFFFAOYSA-N,True
53,DH-MOTM-Poster-June-2023-Revised.pdf,N#Cc1ncn(CC(=O)N2Cc3ccc(-c4cc(F)cnc4C(F)(F)F)cc3C2)n1,"InChI=1S/C19H12F4N6O/c20-14-4-15(18(25-6-14)19(21,22)23)11-1-2-12-7-28(8-13(12)3-11)17(30)9-29-10-26-16(5-24)27-29/h1-4,6,10H,7-9H2",JDTWUDDOSHJEIZ-UHFFFAOYSA-N,True
54,DH-MOTM-Poster-June-2023-Revised.pdf,CCCCN(CCCC)C(=O)CN1C[C@H](c2ccc3c(c2)OCO3)[C@@H](C(=O)O)[C@@H]1c1ccc(OC)cc1,"InChI=1S/C29H38N2O6/c1-4-6-14-30(15-7-5-2)26(32)18-31-17-23(21-10-13-24-25(16-21)37-19-36-24)27(29(33)34)28(31)20-8-11-22(35-3)12-9-20/h8-13,16,23,27-28H,4-7,14-15,17-19H2,1-3H3,(H,33,34)/t23-,27-,28+/m1/s1",MOTJMGVDPWRKOC-QPVYNBJUSA-N,True
55,DH-MOTM-Poster-June-2023-Revised.pdf,C=C(C)C(=O)Nc1ccc(-c2c(-c3ccc(Oc4nccc(C)n4)c(F)c3)c3c(N)ncnc3n2C)cc1,"InChI=1S/C28H24FN7O2/c1-15(2)27(37)35-19-8-5-17(6-9-19)24-22(23-25(30)32-14-33-26(23)36(24)4)18-7-10-21(20(29)13-18)38-28-31-12-11-16(3)34-28/h5-14H,1H2,2-4H3,(H,35,37)(H2,30,32,33)",XOQVZSSDIQQUGO-UHFFFAOYSA-N,True
56,DH-MOTM-Poster-June-2023-Revised.pdf,Cc1cc(-n2nc3c(c2-n2ccn(-c4ccc5c(cnn5C)c4F)c2=O)[C@H](C)N(C(=O)c2cc4cc([C@H]5CCOC(C)(C)C5)ccc4n2[C@@]2(c4noc(=O)[nH]4)C[C@@H]2C)CC3)cc(C)c1F,"InChI=1S/C48H48F2N10O5/c1-25-18-32(19-26(2)40(25)49)60-42(58-16-15-57(46(58)63)37-11-10-36-33(41(37)50)24-51-55(36)7)39-28(4)56(14-12-34(39)53-60)43(61)38-21-31-20-29(30-13-17-64-47(5,6)23-30)8-9-35(31)59(38)48(22-27(48)3)44-52-45(62)65-54-44/h8-11,15-16,18-21,24,27-28,30H,12-14,17,22-23H2,1-7H3,(H,52,54,62)/t27-,28-,30-,48-/m0/s1",USUWIEBBBWHKNI-KHIFEHGGSA-N,True
57,DH-MOTM-Poster-June-2023-Revised.pdf,Cc1nccnc1-c1nn2c(=O)cc(-c3ccc(C4CCCCC4)cc3)[nH]c2c1C(=O)N1CC(CF)C1,"InChI=1S/C28H29FN6O2/c1-17-25(31-12-11-30-17)26-24(28(37)34-15-18(14-29)16-34)27-32-22(13-23(36)35(27)33-26)21-9-7-20(8-10-21)19-5-3-2-4-6-19/h7-13,18-19,32H,2-6,14-16H2,1H3",UNRTVIQQMJRQLZ-UHFFFAOYSA-N,False
58,DH-MOTM-Poster-June-2023-Revised.pdf,N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1.N#Cc1ccc(COc2cccc(C3CCN(Cc4nc5ccc(C(=O)O)cc5n4C[C@@H]4CCO4)CC3)n2)c(F)c1,"InChI=1S/2C31H30FN5O4/c2*32-25-14-20(16-33)4-5-23(25)19-41-30-3-1-2-26(35-30)21-8-11-36(12-9-21)18-29-34-27-7-6-22(31(38)39)15-28(27)37(29)17-24-10-13-40-24/h2*1-7,14-15,21,24H,8-13,17-19H2,(H,38,39)/t2*24-/m00/s1",PKTCMSOPXFDMOO-PFQWSWECSA-N,False
